text,label,specific_label
"**PUNJAB NATIONAL BANK - LOAN APPLICATION**
Application Number: 
Branch: 

PERSONAL INFORMATION
------------------
Applicant Name: 
Father's/Spouse Name: 
Date of Birth: 1956-04-06
Gender: 
Category:   # General/SC/ST/OBC
Nationality: 

IDENTIFICATION DETAILS
-------------------
PAN Number: M8974
Aadhaar Number: 75552682179
Voter ID: 
Driving License: 

CONTACT DETAILS
-------------
Mobile Number: +1-768-960-4587
Landline: 
Email: walshcharles@example.net
Present Address: 
Permanent Address: 
PIN Code: 95549

EMPLOYMENT & INCOME
----------------
Occupation: Self-Employed
Employer/Business Name: 
Work Experience: 
Monthly Income: 25000
Other Income: Investments
Annual Turnover: 

LOAN REQUIREMENTS
--------------
Loan Type: Home  # Housing/Vehicle/Education/Personal
Amount Required: 1000000
Tenure Required: 5
Purpose: 
Security Offered: 

EXISTING LIABILITIES
-----------------
Existing Loans: 
Total EMI: 5000
Other Liabilities:",bank,loan details
"**YES BANK - CREDIT CARD APPLICATION**
Reference ID: 

PERSONAL INFORMATION
------------------
Name: Brittney Perez
Date of Birth: 1990-07-15
Mother's Name: 
Marital Status: 
Education: 

KYC DETAILS
----------
PAN Card Number: K1049
Aadhaar Number: 843144911769
Passport Number (Optional): 

CONTACT DETAILS
-------------
Mobile Number: 8969025277
Email ID: xkeller@example.org
Residence Address: 
City: Priscillachester
PIN Code: 55152
Years at Current Address: 

PROFESSIONAL INFORMATION
----------------------
Employment Type: 
Company Name: Fernandez-Hernandez
Designation: 
Work Experience: 
Monthly Income: 

BANKING RELATIONSHIP
------------------
Existing Yes Bank Account:   # Yes/No
Account Number: SKAV50093247673546
Savings/Current: Current

CARD PREFERENCE
-------------
Card Variant:   # Yes Prosperity/Yes First/Yes Premia
Annual Fee Option:   # Standard/Lifetime Free",bank,credit card details
"**UNION BANK OF INDIA - CREDIT CARD APPLICATION**
Application Reference: 

PERSONAL DETAILS
--------------
Name: Karina Richards
Date of Birth: 1970-09-09
Gender: 
Nationality: 
Category:   # General/SC/ST/OBC/Minority

IDENTITY PROOF
------------
PAN Number: I1570
Aadhaar Number: 746666835556
Other ID Type: 
Other ID Number: 

CONTACT INFORMATION
-----------------
Mobile Number: 905.581.5443
Alternate Number: 
Email Address: kingheather@example.org
Residential Address: 
PIN Code: 51141

EMPLOYMENT & INCOME
----------------
Employment Type: 
Employer Name: 
Office Address: 
Monthly Income: 
Other Income Sources: 

EXISTING RELATIONSHIPS
-------------------
Union Bank Account: 
Account Number: ICMY58011763128333
Home Branch: 
IFSC Code: 

CARD SELECTION
------------
Card Type: Signature  # Classic/Gold/Platinum/Signature
Add-on Card Required:   # Yes/No",bank,credit card details
"**HDFC BANK - KYC APPLICATION**
Application ID: 

CUSTOMER DETAILS
--------------
Full Name: 
Date of Birth: 1959-07-29
Gender: Other
Citizenship: 
Tax Residency: 

PROOF OF IDENTITY
---------------
PAN Card Number: O6948
Aadhaar Number: 552717184347
Form 60 (if no PAN): 
Additional ID Type: 
Additional ID Number: 

ADDRESS INFORMATION
-----------------
Residential Address: 
Office Address: 
Correspondence Address: 
Address Proof Type: 
Proof Number: 

CONTACT INFORMATION
-----------------
Mobile Number: 389.302.5129
Alternate Number: 
Email Address: sean25@example.net
Landline: 001-640-507-6811x9429

OCCUPATION & INCOME
----------------
Occupation: Employed
Nature of Business: 
Annual Income: 
Source of Funds: 

FATCA DECLARATION
---------------
US Person Status: 
Tax Residency Country: 
Tax ID Number:",bank,kyc details
"**AXIS BANK - PASSBOOK**
Branch Name: Estrada-Garcia
IFSC Code: OXKW42891842177165

ACCOUNT DETAILS
-------------
Account Name: 
Account No: 4935099282
Product:   # Savings/Current/Salary
Customer ID: 8883988025
Mobile No.: +1-377-375-2926x46720

TRANSACTION ENTRIES
-----------------
Tran Date | Description | Ref Number | Withdrawal | Deposit | Balance
2024-12-01 | bank |  | 10000 | 2000 | 20000

This is a system generated statement",bank,passbook details
"**STATE BANK OF INDIA - LOAN APPLICATION**
Application Reference: c90d8f91-fca6-4258-9b5e-9b9ddfcfe9f4
Branch Code: 37425

PERSONAL DETAILS
-----------------
Applicant Name: Jessica Hopkins
Date of Birth: 1959-02-02
PAN Card Number: K2499
Aadhaar Number: 366335799450
Mobile Number: (315)770-0675x80002
Email ID: nicolas22@example.org

RESIDENCE DETAILS
----------------
Current Address: 5110 Victor Pike Suite 876
Janicestad, VT 24123
City: South Amberborough
PIN Code: 70651
Residence Status: Company Provided  # Owned/Rented/Company Provided
Years at Current Address: 16

EMPLOYMENT DETAILS
-----------------
Occupation Type: Self-Employed  # Salaried/Self-Employed/Business
Company Name: Daniels LLC
Annual Income: 500000
Years in Current Job: 12

LOAN DETAILS
-----------
Loan Type: Home  # Home/Personal/Vehicle/Education
Loan Amount Required: 50000
Loan Tenure (Years): 10
Purpose of Loan: Car Purchase

EXISTING LOANS
-------------
Any Existing Loans: No  # Yes/No
Total EMI Amount: 20000",bank,loan details
"**PUNJAB NATIONAL BANK - FIXED DEPOSIT APPLICATION**
Reference Number: aae20412-feec-42b7-a780-444ec5db5ecb

DEPOSITOR INFORMATION
------------------
Name: 
Customer ID: 
PAN Number: T455
Mobile: (914)353-1917
Email: joneschristina@example.net
Category: 

DEPOSIT SCHEME
------------
Scheme Name: 
Deposit Amount: 151553
Period: 5 Years
Rate of Interest: 6.255499063847975
Interest Frequency: 

ACCOUNT DETAILS
-------------
Source Account: UMIH36438570759876
Branch Name: West Rick
Mode of Operation: Single

MATURITY DETAILS
-------------
Maturity Instructions: 
Auto Renewal: 
Credit Account: TPQC29419379448658

NOMINATION
---------
Nominee Name: Nicholas Mendez
Relationship: 
Nominee DOB: 1954-11-10",bank,fixed deposit details
"**STATE BANK OF INDIA - ACCOUNT CLOSURE REQUEST**
Reference Number: 804aa154-faa5-4ab3-b58f-b77ced3a421e
Date: 

ACCOUNT HOLDER DETAILS
--------------------
Name: 
Customer ID: 
Mobile Number: 664-202-7295
Email ID: hreilly@example.net

ACCOUNT DETAILS
-------------
Account Number: DLRO24959349113072
Account Type: Savings
Branch Name: Hoffmanfurt
IFSC Code: 

CLOSURE DETAILS
-------------
Reason for Closure: Personal Reasons
Mode of Balance Settlement: Cash  # Cash/Transfer/DD
Settlement Account Details (if applicable):
    Bank Name: Johnson-Green
    Account Number: IKSK08976718759557
    IFSC Code: 96730543363

LINKED SERVICES
-------------
Debit Card Number: 9731290066624167
Internet Banking: Inactive  # Active/Inactive
Mobile Banking: Active  # Active/Inactive
Standing Instructions: Yes  # Yes/No

DECLARATION
----------
Outstanding Charges: Yes  # Yes/No
Unused Cheque Leaves: 3",bank,account closure details
"**CANARA BANK - CREDIT CARD APPLICATION**
Application Number: 
Branch: 

PERSONAL PARTICULARS
------------------
Applicant Name: 
Date of Birth: 2002-04-23
Father's/Spouse Name: 
Category:   # General/SC/ST/OBC

IDENTIFICATION
------------
PAN Number: C6573
Aadhaar Number: 469143432455
Voter ID: 

ADDRESS DETAILS
-------------
Present Address: 
Permanent Address: 1269 Barnes Spur Apt. 428
South Isaacton, ND 07503
Mobile Number: (680)200-1753
Email: bishopjoseph@example.net

INCOME DETAILS
------------
Occupation: Self-Employed
Organization: 
Monthly Income: 
Other Income: 

BANK ACCOUNT DETAILS
------------------
Account Number: INLV06346434090576
Account Type: Savings
Branch IFSC: 
Customer ID: 

CARD REQUIREMENTS
---------------
Card Type: Prime  # RuPay/Visa/MasterCard
Variant:   # Select/Gold/Platinum",bank,credit card details
"**ICICI BANK - PASSBOOK**
Branch: Pennington, Martinez and Vasquez
IFSC: KSUX92784503461703

ACCOUNT HOLDER DETAILS
--------------------
Customer Name: Carol Powell
Account Number: 7965721304
Account Type: Current
Customer ID: 3989055592
CKYC Number: fad91422-a290-41f1-9f19-a4fb2666aff1

TRANSACTION RECORD
----------------
Date | Particulars | Ref No. | Withdrawals | Deposits | Closing Balance
2024-08-07 | million | 974122 |  |  | 

For any queries, please contact your branch",bank,passbook details
"**STATE BANK OF INDIA - CREDIT CARD APPLICATION**
Application Reference: 4c8a2ffe-178c-41cd-9a1e-1c206ede307c
Branch Code: 536229


PERSONAL DETAILS
-----------------
Applicant Name: Jason Evans
Date of Birth: 1966-07-01
PAN Card Number: Q5790
Aadhaar Number: 381751768464
Mobile Number: (859)475-6452x4020
Email ID: margaret93@example.org

RESIDENCE DETAILS
----------------
Current Address: 723 Jeffrey Pike
Fisherton, PR 08959
City: Robertsfurt
PIN Code: 47316
Residence Status: Rented  # Owned/Rented/Company Provided

EMPLOYMENT DETAILS
-----------------
Occupation Type: Business  # Salaried/Self-Employed/Business
Company Name: West, Miller and Palmer
Annual Income: 797505
Years in Current Job: 15

BANK DETAILS
-----------
SBI Account Number: ZPDU38990961829119
Account Type: Current
Branch Name: South Laurachester
Account Opening Date: 2022-09-25

CARD PREFERENCES
---------------
Card Type Requested: Signature  # Simply Save/Elite/Prime/Signature",bank,credit card details
"**KOTAK MAHINDRA BANK - KYC FORM**
Application ID: 

CUSTOMER INFORMATION
-----------------
Full Name: 
Date of Birth: 1983-12-10
Place of Birth: 
Mother's Name: Rachel Miller
Father's Name: 

IDENTITY DETAILS
--------------
PAN Number: X1070
Aadhaar Number: 608361749382
Voter ID: Z7589347514
Driving License: K1391984772

CONTACT & ADDRESS
---------------
Mobile Number: 583.744.0818x2795
Email ID: pennypearson@example.org
Current Address: PSC 5737, Box 7605
APO AP 69169
Permanent Address: 270 Anthony Causeway
South Kristin, GA 55775
Residence Type: Owned

OCCUPATION DETAILS
----------------
Occupation: Employed
Employer/Business: Holmes, Murray and Brennan
Work Address: 
Annual Income: 

FATCA/CRS DETAILS
---------------
Tax Residency: 
FATCA Status: 
CRS Declaration:",bank,kyc details
"**CANARA BANK - FIXED DEPOSIT APPLICATION**
Application Number: 

APPLICANT DETAILS
--------------
Name: Robert Espinoza
Customer ID: 
PAN Number: T7020
Mobile Number: (663)938-2876
Email ID: shermananna@example.net
Category: 

DEPOSIT DETAILS
-------------
Scheme Type: 
Deposit Amount: 228179
Period: 
Interest Rate: 7.976977513879811
Interest Payment: 

ACCOUNT INFORMATION
----------------
Source Account: VVGQ17661462512170
Branch: 
Mode of Operation: Joint

MATURITY INSTRUCTIONS
------------------
Maturity Action: 
Renewal Terms: 
Credit Account: TJVV12022953361998

NOMINATION DETAILS
---------------
Nominee Name: Michael Harris
Relationship: 
Nominee DOB: 1992-06-10",bank,fixed deposit details
"**PUNJAB NATIONAL BANK - ACCOUNT CLOSURE FORM**
Reference Number: c30e1ad8-c4b4-4ca6-8501-975847674e79

ACCOUNT HOLDER DETAILS
-------------------
Name: Jonathan Patrick
Customer ID: 
Mobile Number: 949.918.2975x854
Email: lindajenkins@example.net

ACCOUNT INFORMATION
----------------
Account Number: UCDA03516531861867
Type of Account: Savings
Branch Name: Melanieborough
Opening Date: 

CLOSURE REQUEST
-------------
Reason for Closure: 
Settlement Method: 
Transfer Details (if applicable):
    Bank Name: 
    Account Number: 
    IFSC Code: 31508827046

LINKED FACILITIES
--------------
Debit Card Number: 8085820925390142
Internet Banking: Active
Mobile Banking: Inactive
Standing Instructions: Yes",bank,account closure details
"**PUNJAB NATIONAL BANK - LOAN APPLICATION**
Application Number: 
Branch: 

PERSONAL INFORMATION
------------------
Applicant Name: 
Father's/Spouse Name: 
Date of Birth: 1956-04-06
Gender: 
Category:   # General/SC/ST/OBC
Nationality: 

IDENTIFICATION DETAILS
-------------------
PAN Number: M8974
Aadhaar Number: 75552682179
Voter ID: 
Driving License: 

CONTACT DETAILS
-------------
Mobile Number: +1-768-960-4587
Landline: 
Email: walshcharles@example.net
Present Address: 
Permanent Address: 
PIN Code: 95549

EMPLOYMENT & INCOME
----------------
Occupation: Self-Employed
Employer/Business Name: 
Work Experience: 
Monthly Income: 25000
Other Income: Investments
Annual Turnover: 

LOAN REQUIREMENTS
--------------
Loan Type: Home  # Housing/Vehicle/Education/Personal
Amount Required: 1000000
Tenure Required: 5
Purpose: 
Security Offered: 

EXISTING LIABILITIES
-----------------
Existing Loans: 
Total EMI: 5000
Other Liabilities:",bank,loan details
"**STATE BANK OF INDIA - FIXED DEPOSIT APPLICATION**
Reference Number: 42bf587a-c087-4ece-84ba-fd21d5ddae76
Date: 

APPLICANT DETAILS
---------------
Name: 
Customer ID: 
PAN Number: C7795
Date of Birth: 1993-09-12
Mobile Number: 859-449-4927
Email ID: flynnpatricia@example.net

DEPOSIT DETAILS
-------------
Deposit Amount: 411207
Deposit Period: 4 Years  # Years/Months/Days
Interest Rate: 5.579407851851312
Deposit Type: Tax Saving  # Regular/Tax Saving/Senior Citizen
Interest Payout: Quarterly  # Monthly/Quarterly/Annual/Cumulative

ACCOUNT DETAILS
-------------
Source Account: ZAJM31847841971555
Branch: Lake Jasonland
Mode of Operation: Single  # Single/Joint/Either or Survivor

MATURITY INSTRUCTIONS
------------------
Maturity Proceeds: Auto Renew  # Auto Renew/Credit to Account
Auto Renewal Period: 2 Years
Credit Account: YRDI17958358318752

NOMINATION DETAILS
---------------
Nominee Name: Jessica Valencia
Relationship: Sibling
Nominee DOB: 2001-01-29",bank,fixed deposit details
"**STATE BANK OF INDIA - ACCOUNT CLOSURE REQUEST**
Reference Number: 804aa154-faa5-4ab3-b58f-b77ced3a421e
Date: 

ACCOUNT HOLDER DETAILS
--------------------
Name: 
Customer ID: 
Mobile Number: 664-202-7295
Email ID: hreilly@example.net

ACCOUNT DETAILS
-------------
Account Number: DLRO24959349113072
Account Type: Savings
Branch Name: Hoffmanfurt
IFSC Code: 

CLOSURE DETAILS
-------------
Reason for Closure: Personal Reasons
Mode of Balance Settlement: Cash  # Cash/Transfer/DD
Settlement Account Details (if applicable):
    Bank Name: Johnson-Green
    Account Number: IKSK08976718759557
    IFSC Code: 96730543363

LINKED SERVICES
-------------
Debit Card Number: 9731290066624167
Internet Banking: Inactive  # Active/Inactive
Mobile Banking: Active  # Active/Inactive
Standing Instructions: Yes  # Yes/No

DECLARATION
----------
Outstanding Charges: Yes  # Yes/No
Unused Cheque Leaves: 3",bank,account closure details
"**ICICI BANK - FIXED DEPOSIT APPLICATION**
Reference Number: 

CUSTOMER INFORMATION
-----------------
Name: 
Customer ID: 
PAN: 
Mobile: 533.557.1840
Email: michaelbishop@example.com
Category:   # General/Senior Citizen

DEPOSIT REQUIREMENTS
-----------------
Deposit Amount: 382219
Deposit Period: 2 Years
Interest Rate: 7.03309153705909
Deposit Type: Tax Saving  # Cumulative/Non-Cumulative
Interest Payout Option: 

SOURCE OF FUNDS
-------------
Account Number: KLZF71925823887069
Branch Name: New Anthonymouth
Mode of Funding: 

MATURITY DETAILS
--------------
Maturity Instructions: Credit to Account
Auto Renewal Terms: 
Payout Account: 

NOMINEE INFORMATION
----------------
Nominee Name: Peter Farrell
Relationship: 
Date of Birth: 1972-07-04
Guardian Details:   # If nominee is minor",bank,fixed deposit details
"**AXIS BANK - CREDIT CARD APPLICATION**
Application Number: 

PERSONAL DETAILS
---------------
Applicant's Name: 
Date of Birth: 1980-04-14
PAN Number: Q4931
Aadhaar Number: 269201072913

CONTACT INFORMATION
------------------
Mobile: 
Email: 
Current Address: 7018 Brandon Lodge
West Coreyland, DC 40052
Permanent Address: 2922 Castillo Run
Eatonport, TX 79241

PROFESSIONAL DETAILS
-------------------
Employment Status: 
Current Employer: 
Monthly Salary: 
Office Address: 

BANK RELATIONSHIP
----------------
Existing Axis Account: 
Account Number: JPHF74968396816908
Account Type: Savings
Branch: Woodsberg

CARD PREFERENCES
---------------
Desired Card Type: Signature  # My Zone/Neo/Magnus/Privilege
Credit Limit Expected:",bank,credit card details
"**PUNJAB NATIONAL BANK - ACCOUNT CLOSURE FORM**
Reference Number: 26245b0b-0512-4832-a553-9edc870488fa

ACCOUNT HOLDER DETAILS
-------------------
Name: Misty Cross
Customer ID: 
Mobile Number: 555-234-7238
Email: megan16@example.net

ACCOUNT INFORMATION
----------------
Account Number: SNYF37144863916662
Type of Account: Current
Branch Name: West Jeremiahchester
Opening Date: 

CLOSURE REQUEST
-------------
Reason for Closure: 
Settlement Method: 
Transfer Details (if applicable):
    Bank Name: 
    Account Number: 
    IFSC Code: 97536900737

LINKED FACILITIES
--------------
Debit Card Number: 8909905054743319
Internet Banking: Active
Mobile Banking: Active
Standing Instructions: No",bank,account closure details
"**HDFC BANK - PASSBOOK**
Branch: Adams-Morris
IFSC Code: NRGO30489340334004

ACCOUNT INFORMATION
-----------------
Name: Robin Harris
Account No.: 2885338070
Product Type: Current  # Savings/Current/Salary
Mode of Operation: Joint  # Single/Joint
Mobile: (318)599-2596

TRANSACTION DETAILS
-----------------
Posting Date | Transaction Details | Ref No./Cheque | Withdrawal | Deposit | Balance
2024-10-17 |  | 25037 | 0 | 500 | 10000

This is an electronic statement of your account",bank,passbook details
"**PUNJAB NATIONAL BANK - CREDIT CARD APPLICATION**
Application Number: 
Branch Name: Hansonfurt

APPLICANT DETAILS
----------------
Full Name: 
Father's/Spouse Name: 
Date of Birth: 2001-05-24
Gender: 
Nationality: 

IDENTIFICATION & DOCUMENTS
------------------------
PAN Number: Q9630
Aadhaar Number: 2309012634
Form 60 (If no PAN):   # Yes/No

CONTACT INFORMATION
-----------------
Mobile Number: 9509956871
Residence Phone: 
Email Address: phillipphillips@example.net
Current Address: 89180 Brian Parkway
New Stephanie, GA 10637
City: Port Madison
State: North Carolina
PIN Code: 52664

EMPLOYMENT DETAILS
----------------
Occupation: Business  # Service/Business/Self-Employed/Others
Employer Name: 
Office Address: 
Annual Income: 470528

BANKING DETAILS
-------------
PNB Account Number: ZCEI91435100374888
Account Type: Savings
Customer ID: 

CARD DETAILS
-----------
Card Type: Signature  # Premium/Gold/Platinum",bank,credit card details
"**KOTAK MAHINDRA BANK - FIXED DEPOSIT APPLICATION**
Application ID: 

PERSONAL DETAILS
-------------
Account Holder Name: 
Customer Relationship Number: 
PAN: W6288
Mobile: +1-389-923-1676x413
Email: jacob01@example.com
Category: 

DEPOSIT SELECTION
--------------
Deposit Type: Senior Citizen
Amount: 
Period: 
Interest Rate: 6.27154999159549
Interest Payment: 

FUNDING DETAILS
-------------
Debit Account: 
Mode of Funding: 
Branch: 

MATURITY PROFILE
-------------
Maturity Instructions: 
Renewal Terms: 
Settlement Account: 

NOMINEE DETAILS
-------------
Nominee Name: Randall Mitchell
Relationship: 
Date of Birth: 1988-05-31",bank,fixed deposit details
"**HDFC BANK - LOAN APPLICATION**
Application ID: 

APPLICANT INFORMATION
--------------------
Full Name: 
Date of Birth: 1993-12-08
PAN Number: D7603
Aadhaar Number: 266700491146
Contact Details:
    Mobile: 760.420.7943x4749
    Email: umccoy@example.com

RESIDENTIAL INFORMATION
----------------------
Address: 
City & PIN: 
Residence Type:   # Self-Owned/Rented/Parental
Years at Current Address: 

PROFESSIONAL DETAILS
-------------------
Employment Type: 
Employer Name: 
Monthly Income: 45000
Work Experience: 16
Office Address: USS Sanchez
FPO AE 29050

LOAN REQUIREMENTS
----------------
Loan Product:   # Personal/Home/Car/Education
Required Amount: 100000
Tenure Requested: 12
Purpose: 

FINANCIAL DETAILS
----------------
Existing EMIs: 2
Other Income Sources: Freelancing
Bank Account Number: 8174382997",bank,loan details
"**STATE BANK OF INDIA - PASSBOOK**
Branch: White Inc
IFSC: IATF05891062123979

ACCOUNT DETAILS
--------------
Account Holder: Cynthia Taylor
Account Number: 8177561994
Account Type: Current  # Savings/Current/NRI
Customer ID: 4883139851
Opening Date: 2012-04-19

TRANSACTION FORMAT
----------------
Date | Value Date | Description | Cheque No. | Debit | Credit | Balance
2024-12-07 | 2024-04-14 | tend | 170430 | 10000 | 2000 | 50000

Note: This is a computer generated statement",bank,passbook details
"**STATE BANK OF INDIA - DEBIT CARD APPLICATION**
Application Reference: b92463a3-4b41-4875-9174-b915f8589960
Branch Code: 944548

ACCOUNT DETAILS
--------------
Account Holder Name: Amy Lopez
Account Number: PVUV38657639851252
Account Type: Current  # Savings/Current/NRE/NRO
Customer ID: 
Branch Name: Lowerymouth

PERSONAL DETAILS
--------------
Date of Birth: 1979-09-12
PAN Number: A5784
Aadhaar Number: 468331381202
Mobile Number: 001-226-888-2928
Email ID: moniqueboyd@example.org

CARD REQUIREMENTS
---------------
Card Variant: Gold  # Global/Classic/Gold/Platinum
Card Network: Visa  # RuPay/Visa/Mastercard
International Usage: No  # Yes/No
Daily ATM Limit: 27431
Daily POS Limit: 13075",bank,debit card details
"**STATE BANK OF INDIA - LOAN APPLICATION**
Application Reference: c90d8f91-fca6-4258-9b5e-9b9ddfcfe9f4
Branch Code: 37425

PERSONAL DETAILS
-----------------
Applicant Name: Jessica Hopkins
Date of Birth: 1959-02-02
PAN Card Number: K2499
Aadhaar Number: 366335799450
Mobile Number: (315)770-0675x80002
Email ID: nicolas22@example.org

RESIDENCE DETAILS
----------------
Current Address: 5110 Victor Pike Suite 876
Janicestad, VT 24123
City: South Amberborough
PIN Code: 70651
Residence Status: Company Provided  # Owned/Rented/Company Provided
Years at Current Address: 16

EMPLOYMENT DETAILS
-----------------
Occupation Type: Self-Employed  # Salaried/Self-Employed/Business
Company Name: Daniels LLC
Annual Income: 500000
Years in Current Job: 12

LOAN DETAILS
-----------
Loan Type: Home  # Home/Personal/Vehicle/Education
Loan Amount Required: 50000
Loan Tenure (Years): 10
Purpose of Loan: Car Purchase

EXISTING LOANS
-------------
Any Existing Loans: No  # Yes/No
Total EMI Amount: 20000",bank,loan details
"**STATE BANK OF INDIA - KYC FORM**
Reference Number: 999b8fa1-e255-4280-82dc-b8c0e80ca563
Date: 

PERSONAL INFORMATION
------------------
Customer Name: Dennis Johnson
Father's/Spouse Name: Daniel Miller
Mother's Name: Jeffrey Hamilton
Date of Birth: 1980-01-15
Gender: Male
Marital Status: Single
Nationality: Poland

IDENTITY DOCUMENTS
----------------
PAN Number: E7696
Aadhaar Number: 895346411750
Passport Number: E574962
Driving License: Y2839315981
Voter ID: E1919401050

CONTACT DETAILS
-------------
Mobile Number: (214)415-1061x91213
Landline: (599)379-2120
Email ID: omoreno@example.com

ADDRESS DETAILS
-------------
Current Address: 5211 Barbara Ramp
Karenfurt, MT 08086
Permanent Address: 660 Michael Stream Apt. 650
Barnetttown, PA 40002
City: Jacobtown
State: Idaho
PIN Code: 62551
Residence Type: Owned  # Owned/Rented/Leased

OCCUPATION DETAILS
----------------
Occupation Type: Employed
Annual Income Range: 5-10 Lakh
Source of Income: Other
Employer/Business Name: Mendez Inc

ACCOUNT DETAILS
-------------
Account Type: Savings
Account Number: 2932177046
Branch Code: 18871",bank,kyc details
"**YES BANK - CREDIT CARD APPLICATION**
Reference ID: 

PERSONAL INFORMATION
------------------
Name: Brittney Perez
Date of Birth: 1990-07-15
Mother's Name: 
Marital Status: 
Education: 

KYC DETAILS
----------
PAN Card Number: K1049
Aadhaar Number: 843144911769
Passport Number (Optional): 

CONTACT DETAILS
-------------
Mobile Number: 8969025277
Email ID: xkeller@example.org
Residence Address: 
City: Priscillachester
PIN Code: 55152
Years at Current Address: 

PROFESSIONAL INFORMATION
----------------------
Employment Type: 
Company Name: Fernandez-Hernandez
Designation: 
Work Experience: 
Monthly Income: 

BANKING RELATIONSHIP
------------------
Existing Yes Bank Account:   # Yes/No
Account Number: SKAV50093247673546
Savings/Current: Current

CARD PREFERENCE
-------------
Card Variant:   # Yes Prosperity/Yes First/Yes Premia
Annual Fee Option:   # Standard/Lifetime Free",bank,credit card details
"**STATE BANK OF INDIA - LOAN APPLICATION**
Application Reference: 72f16286-6349-4f52-9b55-efd1fc42e7f6
Branch Code: 46687

PERSONAL DETAILS
-----------------
Applicant Name: Sydney Walsh
Date of Birth: 1970-03-31
PAN Card Number: U2715
Aadhaar Number: 891495405652
Mobile Number: 8159919375
Email ID: nealcody@example.net

RESIDENCE DETAILS
----------------
Current Address: 378 Michael Wells
Wolfefurt, VT 80893
City: Bowersside
PIN Code: 61927
Residence Status: Rented  # Owned/Rented/Company Provided
Years at Current Address: 19

EMPLOYMENT DETAILS
-----------------
Occupation Type: Salaried  # Salaried/Self-Employed/Business
Company Name: Ware, Blackwell and Wilson
Annual Income: 500000
Years in Current Job: 20

LOAN DETAILS
-----------
Loan Type: Education  # Home/Personal/Vehicle/Education
Loan Amount Required: 50000
Loan Tenure (Years): 5
Purpose of Loan: Business Expansion

EXISTING LOANS
-------------
Any Existing Loans: No  # Yes/No
Total EMI Amount: 15000",bank,loan details
"**UNION BANK OF INDIA - LOAN APPLICATION**
Reference Number: 0f8a18e3-aa3a-4747-9ea2-e589364352fa

APPLICANT INFORMATION
------------------
Name: Ashley Cox
Date of Birth: 1955-07-01
Age: 
Gender: 
Marital Status: 
Category:   # General/SC/ST/OBC

IDENTIFICATION
------------
PAN Number: U6454
Aadhaar Number: 181793525129
Voter ID: 

CONTACT DETAILS
-------------
Mobile Number: 222-499-2658x20734
Alternative Number: 
Email: rogersjasmine@example.net
Residential Address: 
Office Address: 3097 Jason Circles
South Meaganville, NE 20548

EMPLOYMENT DETAILS
---------------
Occupation: Salaried
Employer/Business Name: 
Years in Current Job/Business: 
Total Experience: 1

INCOME DETAILS
------------
Gross Monthly Income: 45000
Annual Income: 800000
Other Income Sources: Rent
ITR for Last 2 Years: 

LOAN REQUIREMENTS
--------------
Loan Scheme: 
Amount Required: 
Tenure Required: 
Purpose: 
Security Details: 

EXISTING FACILITIES
----------------
Existing Loans: 
Total EMI: 
Credit Card Dues:",bank,loan details
"**ICICI BANK - PASSBOOK**
Branch: Pennington, Martinez and Vasquez
IFSC: KSUX92784503461703

ACCOUNT HOLDER DETAILS
--------------------
Customer Name: Carol Powell
Account Number: 7965721304
Account Type: Current
Customer ID: 3989055592
CKYC Number: fad91422-a290-41f1-9f19-a4fb2666aff1

TRANSACTION RECORD
----------------
Date | Particulars | Ref No. | Withdrawals | Deposits | Closing Balance
2024-08-07 | million | 974122 |  |  | 

For any queries, please contact your branch",bank,passbook details
"**KOTAK MAHINDRA BANK - LOAN APPLICATION**
Application ID: 
Branch: 

PERSONAL PARTICULARS
------------------
Applicant Name: John Jackson
Date of Birth: 
Gender: 
Identification:
  - PAN Number: 
  - Aadhaar Number: 
Contact Details:
  - Mobile: 
  - Email: 
  - Alternative Contact: 

RESIDENTIAL DETAILS
-----------------
Present Address: Unit 9619 Box 8158
DPO AE 22844
City: West Michael
State: 
PIN: 
Residence Status: Owned  # Self-Owned/Rented/Parental
Years of Stay: 

EMPLOYMENT INFORMATION
--------------------
Occupation:   # Salaried/Self-Employed Professional/Business
Employer/Business: 
Industry Sector: 
Work Experience: 9
Income Details:
  - Monthly Income: 35000
  - Other Income: Rent
  - Annual Business Turnover:   # If applicable

LOAN PARTICULARS
--------------
Product Type:   # Personal/Home/Business/Vehicle
Requested Amount: 
Tenure Requested: 60
Purpose of Loan: 
Preferred EMI Date: 

BANKING RELATIONSHIP
------------------
Existing Customer:   # Yes/No
Account Number: 
Current Banking Products: 
Outstanding Loans: 
Total EMI Load:",bank,loan details
"**YES BANK - PASSBOOK**
Branch: Carter Ltd
IFSC Code: HQES85832680487099

ACCOUNT HOLDER INFORMATION
-----------------------
Account Name: 
Account Number: 4160593858
Product Type: 
Customer ID: 8293760949
Statement Period: 

TRANSACTION DETAILS
----------------
Transaction Date | Narration | Reference | Withdrawals | Deposits | Balance
2024-03-19 |  |  |  |  | 50000

For any assistance, please call YES BANK 24/7 at 1800 1200",bank,passbook details
